,general,expert
200,resourceGroups,"{'Application Performance Manager,0.63', 'Input and Output,0.63', 'Geographic Information System ,0.46', 'Database,0.59', 'Application Performance Manager,0.67', 'Setup,0.54', 'User Interface,0.66', 'Data Structure,0.62', 'Software Development and IT Operations,0.57', 'Application Performance Manager,0.74', 'Database,0.61', 'Input and Output,0.43', 'Input and Output,0.52', 'Database,0.44', 'Database,0.5', 'Input and Output,0.62', 'Database,0.67', 'Software Development and IT Operations,0.59', 'Geographic Information System ,0.61', 'Application Performance Manager,0.71', 'Application Performance Manager,0.73', 'Application Performance Manager,0.69', 'Software Development and IT Operations,0.62', 'Database,0.64'}"
201,resourcemanager,"{'Application Performance Manager,0.78', 'Geographic Information System ,0.68', 'Application Performance Manager,0.71', 'Database,0.73', 'Application Performance Manager,0.67', 'Software Development and IT Operations,0.72', 'Data Structure,0.54', 'Application Performance Manager,0.72', 'Application Performance Manager,0.75'}"
202,roaringbitmap,"{'Input and Output,0.36'}"
203,runners,"{'Event Handling,0.45'}"
204,scala,"{'Parser,0.4', 'Parser,0.38', 'Parser,0.42', 'Data Structure,0.48', 'Parser,0.35', 'Parser,0.45', 'Parser,0.46'}"
205,search,"{'Search,0.93', 'Search,0.89', 'Search,0.94'}"
206,security,"{'Security,0.87', 'Security,0.83', 'Error Handling,0.64', 'Security,0.9', 'Security,0.96', 'Security,0.59', 'Security,0.93', 'Security,0.68', 'Security,0.91', 'Security,0.64', 'Security,0.63', 'Security,0.89', 'Security,0.66', 'Security,0.85', 'Security,0.86', 'Security,0.78', 'Security,0.88', 'Security,0.79', 'User Interface,0.61', 'Security,0.97', 'Security,0.92', 'Security,0.94', 'Security,0.76', 'Security,0.75', 'Security,0.95'}"
207,server,"{'Geographic Information System ,0.67', 'Error Handling,0.64', 'Security,0.83', 'Database,0.73', 'Test,0.79', 'Application Performance Manager,0.63', 'Security,0.8', 'Security,0.74', 'Test,0.68', 'Setup,0.62', 'User Interface,0.69', 'Database,0.57', 'Security,0.69', 'Setup,0.63', 'User Interface,0.66', 'Database,0.72', 'Setup,0.68', 'Setup,0.43', 'Setup,0.7', 'User Interface,0.64', 'Software Development and IT Operations,0.46', 'User Interface,0.55', 'User Interface,0.58', 'Error Handling,0.55', 'User Interface,0.65', 'Database,0.55', 'Security,0.78', 'Error Handling,0.69', 'User Interface,0.63', 'Database,0.69', 'Error Handling,0.56', 'User Interface,0.77', 'Software Development and IT Operations,0.55', 'Database,0.67', 'Error Handling,0.52', 'Security,0.79', 'Software Development and IT Operations,0.59', 'User Interface,0.74', 'User Interface,0.61', 'Database,0.66', 'Database,0.68', 'Security,0.76', 'Error Handling,0.58', 'Database,0.62', 'Big Data,0.6', 'User Interface,0.62', 'Software Development and IT Operations,0.56', 'Database,0.7', 'User Interface,0.68', 'Software Development and IT Operations,0.65', 'User Interface,0.6', 'Setup,0.65', 'Setup,0.59', 'Error Handling,0.73', 'Software Development and IT Operations,0.6', 'Security,0.75', 'Security,0.6', 'Database,0.64', 'Setup,0.66', 'Software Development and IT Operations,0.51'}"
208,services,"{'Software Development and IT Operations,0.66', 'Database,0.73', 'Software Development and IT Operations,0.74', 'Software Development and IT Operations,0.64', 'Application Performance Manager,0.58', 'Error Handling,0.68', 'Cloud,0.45', 'Data Structure,0.67', 'Application Performance Manager,0.7', 'Database,0.59', 'Event Handling,0.68', 'Software Development and IT Operations,0.68', 'Software Development and IT Operations,0.57', 'Event Handling,0.66', 'Software Development and IT Operations,0.61', 'Software Development and IT Operations,0.63', 'Input and Output,0.69', 'Input and Output,0.61', 'Software Development and IT Operations,0.58', 'Data Structure,0.64', 'Input and Output,0.64', 'Database,0.74', 'Database,0.49', 'Input and Output,0.66', 'Software Development and IT Operations,0.7', 'User Interface,0.63', 'Application,0.58', 'Database,0.6', 'Software Development and IT Operations,0.55', 'Input and Output,0.62', 'Software Development and IT Operations,0.47', 'Database,0.71', 'Software Development and IT Operations,0.5', 'Software Development and IT Operations,0.59', 'Software Development and IT Operations,0.71', 'Software Development and IT Operations,0.69', 'Error Handling,0.7', 'Database,0.68', 'Application Performance Manager,0.72', 'Data Structure,0.65', 'Software Development and IT Operations,0.65', 'Software Development and IT Operations,0.6', 'Software Development and IT Operations,0.62', 'Software Development and IT Operations,0.67'}"
209,session,"{'Setup,0.46', 'Application Performance Manager,0.55', 'Application Performance Manager,0.52'}"
210,skife,"{'Error Handling,0.53', 'Big Data,0.62', 'Parser,0.63', 'Logic,0.59', 'Language,0.55', 'Parser,0.54', 'Big Data,0.45', 'Parser,0.5', 'Software Development and IT Operations,0.52', 'Software Development and IT Operations,0.57', 'Software Development and IT Operations,0.63', 'Setup,0.44', 'Logic,0.49', 'User Interface,0.51', 'Big Data,0.37', 'User Interface,0.54', 'Parser,0.52', 'Data Structure,0.6', 'Data Structure,0.32', 'Error Handling,0.52', 'Database,0.68', 'Database,0.56', 'Data Structure,0.58', 'Software Development and IT Operations,0.65', 'Parser,0.56', 'Error Handling,0.54', 'Database,0.64'}"
211,slf4j,"{'Logging,0.54', 'Logging,0.6'}"
212,sonatype,"{'Data Structure,0.23'}"
213,source,"{'Natural Language Processing,0.55', 'Data Structure,0.48', 'Data Structure,0.56', 'Data Structure,0.53', 'Data Structure,0.57'}"
214,spark,"{'Input and Output,0.59', 'Input and Output,0.41', 'Input and Output,0.21', 'Setup,0.57', 'Setup,0.46', 'Multi Thread,0.46', 'Input and Output,0.69', 'Utility,0.41', 'Error Handling,0.55', 'Data Structure,0.57', 'Parser,0.52', 'Input and Output,0.71', 'Software Development and IT Operations,0.69', 'Error Handling,0.58', 'Software Development and IT Operations,0.72', 'Big Data,0.43', 'Error Handling,0.73', 'Input and Output,0.35', 'Parser,0.56', 'Software Development and IT Operations,0.62', 'Software Development and IT Operations,0.51', 'Error Handling,0.53', 'Error Handling,0.61', 'Error Handling,0.28', 'Test,0.19', 'Data Structure,0.55', 'Application Performance Manager,0.64', 'Data Structure,0.49', 'Input and Output,0.45', 'Parser,0.38', 'Software Development and IT Operations,0.63', 'Network,0.52', 'Error Handling,0.62', 'Utility,0.34', 'Input and Output,0.74', 'Data Structure,0.6', 'Software Development and IT Operations,0.55', 'Software Development and IT Operations,0.59', 'Software Development and IT Operations,0.5', 'Input and Output,0.42', 'Big Data,0.56', 'Data Structure,0.61', 'Software Development and IT Operations,0.64', 'Big Data,0.5', 'Big Data,0.45', 'User Interface,0.48', 'Application Performance Manager,0.67', 'Big Data,0.46', 'Software Development and IT Operations,0.57', 'Input and Output,0.4', 'Software Development and IT Operations,0.58', 'Software Development and IT Operations,0.53', 'Input and Output,0.56', 'Multi Thread,0.39', 'Setup,0.42', 'Event Handling,0.5', 'Data Structure,0.46', 'Application Performance Manager,0.69', 'Software Development and IT Operations,0.6', 'Software Development and IT Operations,0.67', 'Software Development and IT Operations,0.37', 'Application Performance Manager,0.49', 'Big Data,0.53', 'Parser,0.54', 'Parser,0.58', 'Application Performance Manager,0.52', 'Error Handling,0.48', 'Software Development and IT Operations,0.47', 'Utility,0.28', 'Application Performance Manager,0.45', 'Software Development and IT Operations,0.44', 'Software Development and IT Operations,0.49', 'Software Development and IT Operations,0.56', 'Input and Output,0.38', 'Input and Output,0.46', 'Input and Output,0.36', 'Big Data,0.59'}"
215,spi,"{'Input and Output,0.59', 'Input and Output,0.67', 'Data Structure,0.69', 'Security,0.27', 'Input and Output,0.58', 'Geographic Information System ,0.52', 'Input and Output,0.53', 'Security,0.68', 'Language,0.55', 'Security,0.77', 'Big Data,0.69', 'Event Handling,0.61', 'Parser,0.48', 'Setup,0.62', 'Search,0.38', 'Application Performance Manager,0.7', 'Geographic Information System ,0.47', 'Input and Output,0.47', 'Input and Output,0.68', 'Error Handling,0.49', 'Logic,0.28', 'Multi Thread,0.37', 'Software Development and IT Operations,0.48', 'Error Handling,0.46', 'Test,0.57', 'User Interface,0.53', 'Error Handling,0.71', 'Software Development and IT Operations,0.46', 'Input and Output,0.69', 'Setup,0.53', 'Input and Output,0.52', 'Test,0.74', 'Error Handling,0.55', 'Data Structure,0.57', 'Big Data,0.47', 'Error Handling,0.69', 'Network,0.5', 'Natural Language Processing,0.42', 'Error Handling,0.41', 'Input and Output,0.71', 'Security,0.79', 'Software Development and IT Operations,0.54', 'User Interface,0.61', 'Network,0.39', 'Software Development and IT Operations,0.69', 'Setup,0.55', 'Input and Output,0.48', 'Error Handling,0.58', 'Data Structure,0.65', 'Big Data,0.6', 'Natural Language Processing,0.52', 'Security,0.73', 'User Interface,0.43', 'Event Handling,0.63', 'User Interface,0.46', 'User Interface,0.6', 'Error Handling,0.73', 'Input and Output,0.35', 'Error Handling,0.56', 'Software Development and IT Operations,0.62', 'Error Handling,0.54', 'Database,0.56', 'Software Development and IT Operations,0.51', 'Error Handling,0.53', 'Big Data,0.57', 'Error Handling,0.61', 'Geographic Information System ,0.44', 'Application Performance Manager,0.63', 'Data Structure,0.38', 'Logic,0.59', 'Data Structure,0.55', 'Parser,0.42', 'User Interface,0.59', 'Software Development and IT Operations,0.43', 'Application Performance Manager,0.51', 'Data Structure,0.67', 'Natural Language Processing,0.64', 'Logic,0.56', 'Setup,0.51', 'Parser,0.45', 'Logic,0.41', 'Input and Output,0.63', 'User Interface,0.57', 'Big Data,0.38', 'Data Structure,0.49', 'Parser,0.38', 'Error Handling,0.59', 'Software Development and IT Operations,0.52', 'User Interface,0.73', 'Software Development and IT Operations,0.61', 'Error Handling,0.47', 'User Interface,0.55', 'User Interface,0.58', 'Input and Output,0.61', 'User Interface,0.37', 'Input and Output,0.44', 'Data Structure,0.47', 'Input and Output,0.64', 'Error Handling,0.62', 'Test,0.55', 'Natural Language Processing,0.56', 'Big Data,0.7', 'User Interface,0.63', 'Data Structure,0.6', 'Error Handling,0.38', 'Software Development and IT Operations,0.55', 'Database,0.6', 'Input and Output,0.62', 'Error Handling,0.52', 'Software Development and IT Operations,0.59', 'Big Data,0.51', 'Language,0.72', 'Software Development and IT Operations,0.5', 'Error Handling,0.7', 'Software Development and IT Operations,0.4', 'Big Data,0.3', 'Input and Output,0.33', 'Geographic Information System ,0.49', 'Error Handling,0.75', 'Geographic Information System ,0.58', 'User Interface,0.36', 'Data Structure,0.39', 'Error Handling,0.65', 'User Interface,0.67', 'Error Handling,0.6', 'Logic,0.46', 'Input and Output,0.65', 'Data Structure,0.56', 'Natural Language Processing,0.62', 'Data Structure,0.53', 'Error Handling,0.43', 'Big Data,0.56', 'Input and Output,0.26', 'Input and Output,0.55', 'Input and Output,0.49', 'Data Structure,0.61', 'User Interface,0.41', 'Multi Thread,0.38', 'Error Handling,0.68', 'Error Handling,0.44', 'Data Structure,0.66', 'Natural Language Processing,0.51', 'Big Data,0.5', 'User Interface,0.44', 'Big Data,0.54', 'Geographic Information System ,0.5', 'Big Data,0.55', 'Multi Thread,0.49', 'Network,0.53', 'User Interface,0.48', 'Error Handling,0.5', 'Parser,0.5', 'Input and Output,0.39', 'Error Handling,0.63', 'Data Structure,0.62', 'Big Data,0.65', 'Error Handling,0.39', 'User Interface,0.5', 'Security,0.67', 'User Interface,0.64', 'Parser,0.43', 'Security,0.66', 'Software Development and IT Operations,0.58', 'Input and Output,0.4', 'Software Development and IT Operations,0.53', 'User Interface,0.39', 'User Interface,0.54', 'Error Handling,0.72', 'Input and Output,0.75', 'Multi Thread,0.4', 'Error Handling,0.74', 'Data Structure,0.48', 'Data Structure,0.54', 'Event Handling,0.62', 'Application Performance Manager,0.68', 'Big Data,0.33', 'Parser,0.41', 'Input and Output,0.56', 'Setup,0.58', 'Event Handling,0.58', 'Multi Thread,0.39', 'Input and Output,0.57', 'Event Handling,0.46', 'Input and Output,0.54', 'Data Structure,0.36', 'Database,0.62', 'Application Performance Manager,0.71', 'Geographic Information System ,0.57', 'Input and Output,0.6', 'Data Structure,0.44', 'Test,0.43', 'Event Handling,0.53', 'Data Structure,0.37', 'User Interface,0.26', 'Data Structure,0.46', 'Security,0.72', 'Error Handling,0.45', 'Error Handling,0.35', 'Database,0.43', 'Application Performance Manager,0.69', 'Event Handling,0.56', 'Application Performance Manager,0.72', 'Security,0.75', 'Software Development and IT Operations,0.6', 'User Interface,0.38', 'Logic,0.54', 'Error Handling,0.51', 'Error Handling,0.64', 'Software Development and IT Operations,0.36', 'Security,0.8', 'Multi Thread,0.36', 'Data Structure,0.63', 'Big Data,0.53', 'Parser,0.34', 'Parser,0.58', 'Big Data,0.49', 'Security,0.69', 'Multi Thread,0.29', 'Data Structure,0.52', 'Input and Output,0.72', 'Setup,0.41', 'Natural Language Processing,0.53', 'Error Handling,0.33', 'User Interface,0.42', 'Input and Output,0.43', 'Natural Language Processing,0.45', 'Database,0.49', 'Data Structure,0.64', 'Parser,0.3', 'Input and Output,0.66', 'Application Performance Manager,0.52', 'Input and Output,0.37', 'Security,0.36', 'Data Structure,0.51', 'Software Development and IT Operations,0.47', 'Logic,0.39', 'Multi Thread,0.56', 'Big Data,0.52', 'Geographic Information System ,0.51', 'Data Structure,0.5', 'Big Data,0.42', 'Geographic Information System ,0.61', 'Application Performance Manager,0.45', 'Security,0.76', 'Big Data,0.66', 'Software Development and IT Operations,0.49', 'Application Performance Manager,0.73', 'Data Structure,0.58', 'Parser,0.27', 'Input and Output,0.77', 'Input and Output,0.46', 'User Interface,0.52', 'Multi Thread,0.54', 'Data Structure,0.59', 'Data Structure,0.43', 'Data Structure,0.75', 'User Interface,0.45', 'Parser,0.19', 'Big Data,0.64', 'Big Data,0.59'}"
216,spiller,"{'Parser,0.09', 'Big Data,0.22', 'Big Data,0.35', 'Big Data,0.49', 'Parser,0.25', 'Parser,0.13', 'Big Data,0.15', 'Error Handling,0.46', 'Test,0.39', 'Parser,0.15', 'Error Handling,0.41', 'Parser,0.07', 'Parser,0.04', 'Natural Language Processing,0.34', 'Application Performance Manager,0.36', 'Big Data,0.39', 'Data Structure,0.43', 'Big Data,0.31', 'Setup,0.2', 'Big Data,0.4', 'Parser,0.19', 'Parser,0.12'}"
217,split,"{'Big Data,0.57', 'Input and Output,0.59', 'Input and Output,0.5', 'Input and Output,0.55', 'Input and Output,0.51', 'Software Development and IT Operations,0.64', 'Big Data,0.45', 'Big Data,0.61', 'Big Data,0.46', 'Big Data,0.58', 'Data Structure,0.64', 'Big Data,0.48', 'Multi Thread,0.4', 'Big Data,0.67', 'Software Development and IT Operations,0.5', 'Big Data,0.63', 'Software Development and IT Operations,0.49', 'Software Development and IT Operations,0.56', 'Software Development and IT Operations,0.62', 'Big Data,0.59'}"
218,spotify,"{'User Interface,0.43', 'User Interface,0.31', 'User Interface,0.47', 'Error Handling,0.47', 'User Interface,0.46', 'User Interface,0.45', 'User Interface,0.27'}"
219,sql,"{'Input and Output,0.59', 'Database,0.48', 'Data Structure,0.69', 'Parser,0.82', 'Setup,0.57', 'Big Data,0.61', 'Input and Output,0.68', 'Software Development and IT Operations,0.68', 'Big Data,0.58', 'Database,0.58', 'Software Development and IT Operations,0.46', 'Application Performance Manager,0.53', 'Parser,0.47', 'Error Handling,0.55', 'Data Structure,0.57', 'Database,0.55', 'Big Data,0.47', 'Database,0.51', 'Error Handling,0.69', 'Language,0.46', 'Software Development and IT Operations,0.7', 'Parser,0.52', 'Database,0.5', 'Parser,0.64', 'Application Performance Manager,0.61', 'Database,0.45', 'User Interface,0.61', 'Software Development and IT Operations,0.69', 'Software Development and IT Operations,0.54', 'Natural Language Processing,0.61', 'User Interface,0.74', 'Setup,0.55', 'Input and Output,0.48', 'Natural Language Processing,0.52', 'Data Structure,0.65', 'Big Data,0.6', 'Database,0.79', 'Software Development and IT Operations,0.72', 'Database,0.63', 'User Interface,0.68', 'Big Data,0.43', 'Input and Output,0.7', 'Natural Language Processing,0.54', 'Parser,0.56', 'Software Development and IT Operations,0.62', 'Database,0.64', 'Error Handling,0.54', 'Database,0.56', 'Error Handling,0.53', 'Big Data,0.57', 'Error Handling,0.61', 'Software Development and IT Operations,0.66', 'Database,0.42', 'Parser,0.74', 'Data Structure,0.55', 'Error Handling,0.57', 'Application Performance Manager,0.51', 'Data Structure,0.67', 'Application Performance Manager,0.64', 'Parser,0.79', 'Parser,0.45', 'User Interface,0.57', 'Database,0.57', 'Data Structure,0.49', 'Parser,0.65', 'Error Handling,0.59', 'Database,0.53', 'Logic,0.53', 'Software Development and IT Operations,0.61', 'Software Development and IT Operations,0.63', 'Natural Language Processing,0.49', 'Error Handling,0.66', 'User Interface,0.55', 'Input and Output,0.61', 'Parser,0.57', 'Database,0.44', 'Input and Output,0.64', 'Input and Output,0.74', 'Natural Language Processing,0.56', 'Big Data,0.7', 'Database,0.6', 'Data Structure,0.6', 'Software Development and IT Operations,0.55', 'Database,0.65', 'Parser,0.59', 'Input and Output,0.62', 'Software Development and IT Operations,0.59', 'Software Development and IT Operations,0.5', 'Big Data,0.51', 'Parser,0.6', 'Error Handling,0.65', 'Parser,0.7', 'User Interface,0.67', 'Parser,0.66', 'Error Handling,0.6', 'Test,0.66', 'Software Development and IT Operations,0.65', 'Input and Output,0.65', 'Language,0.68', 'Parser,0.51', 'Data Structure,0.56', 'Natural Language Processing,0.58', 'Data Structure,0.53', 'Data Structure,0.68', 'Test,0.58', 'Database,0.54', 'Software Development and IT Operations,0.73', 'Big Data,0.56', 'Natural Language Processing,0.57', 'Parser,0.84', 'Input and Output,0.78', 'Application Performance Manager,0.54', 'Data Structure,0.61', 'Parser,0.63', 'Software Development and IT Operations,0.64', 'Parser,0.55', 'Data Structure,0.66', 'Natural Language Processing,0.51', 'Big Data,0.54', 'Big Data,0.55', 'Parser,0.44', 'Database,0.47', 'Error Handling,0.5', 'Database,0.59', 'Parser,0.5', 'Application Performance Manager,0.57', 'Parser,0.61', 'Application Performance Manager,0.67', 'Error Handling,0.63', 'Parser,0.85', 'Data Structure,0.62', 'Software Development and IT Operations,0.57', 'Application Performance Manager,0.6', 'Application Performance Manager,0.55', 'User Interface,0.64', 'Software Development and IT Operations,0.58', 'Software Development and IT Operations,0.53', 'User Interface,0.54', 'Natural Language Processing,0.47', 'Database,0.69', 'Application Performance Manager,0.59', 'Data Structure,0.54', 'Event Handling,0.62', 'Big Data,0.67', 'Input and Output,0.56', 'Data Structure,0.7', 'Database,0.66', 'Database,0.68', 'Interpreter,0.62', 'Input and Output,0.57', 'Database,0.62', 'Input and Output,0.6', 'Data Structure,0.44', 'Database,0.43', 'Parser,0.49', 'Software Development and IT Operations,0.6', 'User Interface,0.7', 'Natural Language Processing,0.67', 'Error Handling,0.42', 'Software Development and IT Operations,0.67', 'Error Handling,0.51', 'Parser,0.76', 'Data Structure,0.74', 'Application Performance Manager,0.58', 'Data Structure,0.63', 'Big Data,0.53', 'Parser,0.54', 'Database,0.46', 'Parser,0.58', 'Parser,0.53', 'Interpreter,0.7', 'Data Structure,0.52', 'Database,0.61', 'Natural Language Processing,0.53', 'Parser,0.71', 'Application Performance Manager,0.44', 'Parser,0.75', 'Database,0.49', 'Data Structure,0.64', 'Application Performance Manager,0.52', 'Data Structure,0.51', 'Database,0.67', 'Big Data,0.52', 'Parser,0.86', 'Data Structure,0.5', 'Interpreter,0.68', 'Parser,0.67', 'Software Development and IT Operations,0.49', 'Application Performance Manager,0.62', 'Software Development and IT Operations,0.56', 'Database,0.7', 'Data Structure,0.58', 'Database,0.52', 'Data Structure,0.59', 'Test,0.63', 'Big Data,0.64', 'Big Data,0.59'}"
220,sqlserver,"{'Database,0.58'}"
221,star,"{'Multi Thread,0.41', 'Big Data,0.56', 'Input and Output,0.5', 'Input and Output,0.51', 'Multi Thread,0.38', 'Input and Output,0.53', 'Multi Thread,0.36', 'Data Structure,0.63', 'Natural Language Processing,0.59', 'Big Data,0.54', 'Big Data,0.45', 'Big Data,0.53', 'Big Data,0.55', 'Error Handling,0.5', 'Big Data,0.49', 'Data Structure,0.42', 'Multi Thread,0.59', 'Big Data,0.46', 'Software Development and IT Operations,0.57', 'Setup,0.41', 'Multi Thread,0.47', 'Natural Language Processing,0.41', 'Language,0.37', 'Big Data,0.47', 'Multi Thread,0.44', 'Error Handling,0.4', 'Error Handling,0.41', 'Data Structure,0.6', 'Data Structure,0.54', 'Software Development and IT Operations,0.47', 'Error Handling,0.48', 'Software Development and IT Operations,0.55', 'Software Development and IT Operations,0.5', 'Big Data,0.52', 'Big Data,0.42', 'Natural Language Processing,0.52', 'Big Data,0.6', 'Multi Thread,0.33', 'Multi Thread,0.48', 'Big Data,0.39', 'Data Structure,0.58', 'Multi Thread,0.57', 'Big Data,0.43', 'Multi Thread,0.43', 'Application Performance Manager,0.69'}"
222,statusservice,"{'Geographic Information System ,0.61'}"
223,storage,"{'Data Structure,0.62', 'Big Data,0.58'}"
224,stubbing,"{'Parser,0.22', 'Error Handling,0.3', 'Error Handling,0.26', 'Error Handling,0.46', 'Error Handling,0.29', 'Error Handling,0.41', 'Parser,0.28', 'Parser,0.31', 'Logging,0.24', 'Error Handling,0.42'}"
225,support,"{'Software Development and IT Operations,0.62'}"
226,tartarus,"{'Cloud,0.23', 'Internationalization,0.21', 'Cloud,0.22', 'Cloud,0.24', 'Machine Learning,0.25', 'Language,0.28', 'Internationalization,0.23', 'Machine Learning,0.27', 'Language,0.3', 'Machine Learning,0.3', 'Internationalization,0.22', 'Cloud,0.2', 'Language,0.24'}"
227,tdigest,"{'Big Data,0.4', 'Parser,0.38', 'Big Data,0.29'}"
228,teradata,"{'Database,0.3', 'Parser,0.73', 'Data Structure,0.46', 'Big Data,0.43', 'Database,0.4', 'Database,0.35', 'Database,0.38', 'Database,0.32', 'Database,0.49'}"
229,testcontainers,"{'Utility,0.72', 'Data Structure,0.42', 'Data Structure,0.46'}"
230,testfx,"{'Software Development and IT Operations,0.66', 'User Interface,0.44', 'Application,0.83'}"
231,testing,"{'Test,0.72', 'Software Development and IT Operations,0.66', 'Test,0.62', 'Test,0.79', 'Software Development and IT Operations,0.74', 'Test,0.77', 'Test,0.33', 'Test,0.64', 'Test,0.7', 'Test,0.68', 'Software Development and IT Operations,0.77', 'Test,0.78', 'Database,0.59', 'Input and Output,0.72', 'User Interface,0.73', 'Test,0.71', 'Test,0.69', 'Test,0.75', 'Test,0.83', 'Input and Output,0.73', 'Test,0.81', 'Test,0.8', 'Data Structure,0.64', 'Test,0.82', 'Network,0.59', 'Input and Output,0.71', 'Test,0.85', 'Software Development and IT Operations,0.69', 'Test,0.67', 'Database,0.62', 'Test,0.66', 'Software Development and IT Operations,0.72', 'Database,0.64'}"
232,testng,"{'Application Performance Manager,0.54', 'Test,0.73', 'Multi Thread,0.38', 'Error Handling,0.57', 'Input and Output,0.63', 'Big Data,0.55', 'Parser,0.46', 'Software Development and IT Operations,0.52', 'User Interface,0.56', 'Test,0.75', 'Machine Learning,0.47', 'Logic,0.42', 'Data Structure,0.6', 'Software Development and IT Operations,0.47', 'Software Development and IT Operations,0.55', 'Parser,0.59', 'Error Handling,0.52', 'Input and Output,0.56', 'Software Development and IT Operations,0.75', 'Software Development and IT Operations,0.56', 'Data Structure,0.59', 'Data Structure,0.75', 'Error Handling,0.56', 'Software Development and IT Operations,0.51'}"
233,tests,"{'Test,0.72', 'Test,0.62', 'Data Structure,0.77', 'Data Structure,0.74', 'Test,0.77', 'Test,0.73', 'Test,0.64', 'Test,0.7', 'Test,0.68', 'Data Structure,0.66', 'Test,0.52', 'Data Structure,0.63', 'Test,0.91', 'Test,0.78', 'Test,0.54', 'Database,0.59', 'Test,0.49', 'Test,0.84', 'Test,0.51', 'Data Structure,0.76', 'Test,0.92', 'Input and Output,0.72', 'Database,0.53', 'Test,0.57', 'User Interface,0.73', 'Software Development and IT Operations,0.63', 'Test,0.71', 'Test,0.69', 'Test,0.75', 'Test,0.83', 'Test,0.81', 'Software Development and IT Operations,0.58', 'Test,0.87', 'Test,0.74', 'Test,0.8', 'Data Structure,0.64', 'Big Data,0.71', 'Test,0.86', 'Test,0.82', 'Test,0.48', 'Test,0.6', 'Test,0.65', 'Data Structure,0.75', 'Test,0.85', 'Test,0.53', 'Software Development and IT Operations,0.54', 'Software Development and IT Operations,0.69', 'Database,0.66', 'Software Development and IT Operations,0.59', 'Database,0.68', 'Test,0.67', 'Test,0.59', 'Test,0.46', 'Data Structure,0.65', 'Database,0.56', 'Test,0.61', 'Test,0.66', 'Test,0.58', 'Test,0.63', 'Test,0.56', 'Database,0.64', 'Test,0.89'}"
234,testutils,"{'Test,0.71', 'Database,0.77', 'Test,0.63'}"
235,text,"{'Input and Output,0.54', 'Data Structure,0.55', 'Language,0.55', 'Language,0.53', 'Data Structure,0.59', 'Natural Language Processing,0.62', 'Language,0.57', 'Language,0.58'}"
236,thirdparty,"{'Data Structure,0.48', 'Data Structure,0.53'}"
237,this file,"{'Big Data,0.61'}"
238,thrift,"{'Multi Thread,0.41', 'Parser,0.36', 'Error Handling,0.57', 'Software Development and IT Operations,0.43', 'Multi Thread,0.36', 'Error Handling,0.44', 'Database,0.46', 'Parser,0.44', 'Search,0.4', 'Big Data,0.49', 'Parser,0.53', 'Parser,0.38', 'Software Development and IT Operations,0.52', 'Software Development and IT Operations,0.33', 'Search,0.37', 'Software Development and IT Operations,0.48', 'Big Data,0.65', 'Error Handling,0.47', 'Software Development and IT Operations,0.38', 'Software Development and IT Operations,0.46', 'Search,0.46', 'Machine Learning,0.35', 'Parser,0.37', 'Input and Output,0.44', 'Database,0.49', 'Database,0.44', 'Big Data,0.47', 'Parser,0.4', 'Parser,0.39', 'Multi Thread,0.31', 'Big Data,0.41', 'Network,0.5', 'Big Data,0.48', 'Search,0.39', 'Search,0.43', 'Parser,0.41', 'Big Data,0.52', 'Big Data,0.51', 'Data Structure,0.39', 'Software Development and IT Operations,0.56', 'Multi Thread,0.33', 'Software Development and IT Operations,0.41', 'Error Handling,0.6', 'Multi Thread,0.27', 'Big Data,0.43', 'Error Handling,0.35', 'Data Structure,0.56', 'Multi Thread,0.35'}"
239,tika,"{'Parser,0.43', 'Parser,0.38', 'Parser,0.82', 'Natural Language Processing,0.41', 'Parser,0.51', 'Test,0.4', 'Setup,0.47'}"
240,time,"{'Big Data,0.56', 'Geographic Information System ,0.63', 'Big Data,0.62', 'Big Data,0.5', 'Big Data,0.53', 'Big Data,0.55', 'Big Data,0.35', 'Data Structure,0.52', 'Big Data,0.32', 'Big Data,0.46', 'Software Development and IT Operations,0.57', 'Big Data,0.65', 'Big Data,0.58', 'Software Development and IT Operations,0.48', 'Natural Language Processing,0.49', 'Software Development and IT Operations,0.58', 'Software Development and IT Operations,0.53', 'Application,0.48', 'Big Data,0.48', 'Event Handling,0.42', 'Software Development and IT Operations,0.55', 'Software Development and IT Operations,0.59', 'Big Data,0.52', 'Software Development and IT Operations,0.5', 'Event Handling,0.58', 'Big Data,0.51', 'Input and Output,0.56', 'Software Development and IT Operations,0.49', 'Big Data,0.6', 'Software Development and IT Operations,0.56', 'Data Structure,0.56', 'Software Development and IT Operations,0.6', 'Software Development and IT Operations,0.45', 'Big Data,0.64', 'Big Data,0.59', 'Software Development and IT Operations,0.51'}"
241,tngtech,"{'Software Development and IT Operations,0.37', 'Data Structure,0.45', 'Machine Learning,0.51', 'Test,0.75', 'Software Development and IT Operations,0.55', 'Natural Language Processing,0.5'}"
242,tobiasdiez,"{'Input and Output,0.45', 'Software Development and IT Operations,0.48', 'Natural Language Processing,0.42', 'User Interface,0.46', 'Network,0.36', 'Data Structure,0.6', 'Geographic Information System ,0.59', 'Data Structure,0.57'}"
243,tools,"{'Parser,0.5', 'Data Structure,0.52', 'Machine Learning,0.49', 'Machine Learning,0.51', 'Parser,0.45'}"
244,tpcds,"{'Database,0.48', 'Big Data,0.48', 'Error Handling,0.46', 'Big Data,0.53', 'Setup,0.44', 'Error Handling,0.37'}"
